City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Country,Date
264,Otradnoye,59.7775,30.8181,54.03,40,5,11.86,overcast clouds,RU,5/21/2022 14:52
265,Sars,56.5502,57.1366,41.56,68,100,12.06,overcast clouds,RU,5/21/2022 14:52
266,Tynda,55.1667,124.7167,37.69,82,100,3.58,few clouds,RU,5/21/2022 14:52
267,Inhambane,-23.865,35.3833,78.78,94,75,12.66,broken clouds,MZ,5/21/2022 14:52
268,Umm Bab,25.2142,50.8072,86.79,50,0,19.3,light intensity drizzle rain,QA,5/21/2022 14:52
269,Cairns,-16.9167,145.7667,75.15,83,100,6.91,overcast clouds,AU,5/21/2022 14:47
270,Kardla,58.9978,22.7492,57.06,69,100,21.12,clear sky,EE,5/21/2022 14:52
271,Henties Bay,-22.116,14.2845,60.89,58,34,13.4,shower rain,NA,5/21/2022 14:52
272,Novikovo,51.1537,37.8879,50.7,90,100,12.62,clear sky,RU,5/21/2022 14:52
273,Port Elizabeth,-33.918,25.5701,63.32,76,0,8.05,clear sky,ZA,5/21/2022 14:52
274,Kavieng,-2.5744,150.7967,82.54,73,95,11.99,overcast clouds,PG,5/21/2022 14:52
275,Lata,40.1629,-8.3327,83.48,39,100,6.08,overcast clouds,PT,5/21/2022 14:52
276,Pauini,-7.7136,-66.9764,85.01,52,0,0.27,few clouds,BR,5/21/2022 14:52
277,Noyabrsk,63.1994,75.4507,39.87,78,100,3.78,broken clouds,RU,5/21/2022 14:52
278,Norfolk,42.1668,-71.2495,70.79,94,100,3.44,light intensity drizzle rain,US,5/21/2022 14:49
279,Bonavista,48.6499,-53.1147,48.54,63,5,3.94,overcast clouds,CA,5/21/2022 14:52
280,Yabelo,4.8833,38.0833,67.77,67,100,2.89,clear sky,ET,5/21/2022 14:52
281,Darhan,49.4867,105.9228,58.17,73,98,11.23,shower rain,MN,5/21/2022 14:52
282,Kargasok,59.0556,80.8572,48.56,79,100,2.66,clear sky,RU,5/21/2022 14:52
283,Farafangana,-22.8167,47.8333,70.84,79,2,4.68,clear sky,MG,5/21/2022 14:52
284,Tazmalt,36.3868,4.3989,90.86,20,2,1.41,overcast clouds,DZ,5/21/2022 14:52
285,Paamiut,61.994,-49.6678,37.44,72,84,6.44,overcast clouds,GL,5/21/2022 14:52
286,Glarus,47.0406,9.068,76.66,79,99,5.06,few clouds,CH,5/21/2022 14:52
287,Fayaoue,-20.65,166.5333,76.53,88,91,30.29,broken clouds,NC,5/21/2022 14:52
288,Londiani,-0.165,35.5909,60.15,80,100,1.61,light intensity drizzle rain,KE,5/21/2022 14:52
289,Broome,42.2506,-75.833,84.2,64,2,11.01,overcast clouds,US,5/21/2022 14:52
290,Lulea,65.5842,22.1547,53.67,47,0,11.5,clear sky,SE,5/21/2022 14:52
291,Wagar,16.1525,36.2032,106.09,12,62,3.76,shower rain,SD,5/21/2022 14:52
292,Arauca,7.0847,-70.7591,82.4,83,40,5.75,clear sky,CO,5/21/2022 14:52
293,Palana,59.1167,159.9667,35.65,90,100,7.76,clear sky,RU,5/21/2022 14:52
294,Manggar,-2.8833,108.2667,80.87,79,87,3.98,overcast clouds,ID,5/21/2022 14:52
295,Okhotsk,59.3833,143.3,33.87,99,100,2.59,overcast clouds,RU,5/21/2022 14:52
296,Quatre Cocos,-20.2078,57.7625,75.31,74,13,17.6,few clouds,MU,5/21/2022 14:52
297,Cabo San Lucas,22.8909,-109.9124,76.6,70,0,1.01,broken clouds,MX,5/21/2022 14:47
298,Norman Wells,65.282,-126.8329,42.84,93,100,8.05,light intensity drizzle rain,CA,5/21/2022 14:50
299,Udachnyy,66.4167,112.4,41.5,81,65,7.47,overcast clouds,RU,5/21/2022 14:52
300,Bulawayo,-20.15,28.5833,69.06,33,20,9.51,clear sky,ZW,5/21/2022 14:52
301,Oussouye,12.485,-16.5469,91.58,42,100,11.63,shower rain,SN,5/21/2022 14:52
302,Barsovo,61.1667,73.1667,44.73,78,86,7.52,clear sky,RU,5/21/2022 14:52
303,Raha,26.2333,92.5167,73.49,92,32,4.03,clear sky,IN,5/21/2022 14:52
304,Redcliffe,-27.2307,153.0973,62.89,94,100,8.05,overcast clouds,AU,5/21/2022 14:52
305,Baoshan,46.5586,131.4244,52.23,89,100,5.14,overcast clouds,CN,5/21/2022 14:52
306,Raudeberg,61.9875,5.1352,52.47,84,100,11.77,few clouds,NO,5/21/2022 14:52
307,Pacific Grove,36.6177,-121.9166,57.88,90,40,5.75,broken clouds,US,5/21/2022 14:51
308,Rocha,-34.4833,-54.3333,61.25,60,89,7.11,light intensity drizzle rain,UY,5/21/2022 14:52
309,Akyab,20.15,92.9,83.53,82,25,5.7,overcast clouds,MM,5/21/2022 14:52
310,Diego De Almagro,-26.3667,-70.05,71.71,20,2,2.84,clear sky,CL,5/21/2022 14:48
311,George,-33.963,22.4617,60.35,55,0,6.91,shower rain,ZA,5/21/2022 14:52
312,Grants Pass,42.439,-123.3284,49.59,75,0,4.61,clear sky,US,5/21/2022 14:52
313,Revda,56.801,59.9303,35.11,99,100,11.1,clear sky,RU,5/21/2022 14:52
314,Geraldton,-28.7667,114.6,55.81,94,0,9.22,overcast clouds,AU,5/21/2022 14:52
315,Phan Thiet,10.9333,108.1,80.94,83,99,7.07,overcast clouds,VN,5/21/2022 14:52
316,Pevek,69.7008,170.3133,29.07,88,100,5.41,few clouds,RU,5/21/2022 14:51
317,Tazovskiy,67.4667,78.7,36.18,81,99,2.75,broken clouds,RU,5/21/2022 14:52
318,Hobyo,5.3505,48.5268,81.64,75,70,26.8,light intensity drizzle rain,SO,5/21/2022 14:52
319,Camapua,-19.5314,-54.0439,74.39,28,6,5.46,overcast clouds,BR,5/21/2022 14:52
320,Pedreiras,-4.5688,-44.6003,78.85,75,96,2.66,clear sky,BR,5/21/2022 14:52
321,Ponferrada,42.5466,-6.5962,88.21,38,100,3,shower rain,ES,5/21/2022 14:52
322,Deputatskiy,69.3,139.9,27.36,92,98,1.16,clear sky,RU,5/21/2022 14:50
323,Ilulissat,69.2167,-51.1,34.59,80,100,1.36,clear sky,GL,5/21/2022 14:52
324,Millau,44.0833,2.9167,91.53,29,27,4.63,overcast clouds,FR,5/21/2022 14:52
325,Marana,32.4367,-111.2254,79.93,23,0,4.61,overcast clouds,US,5/21/2022 14:52
326,Trairi,-3.2778,-39.2689,85.05,64,27,7.87,few clouds,BR,5/21/2022 14:49
327,Kununurra,-15.7667,128.7333,69.78,56,6,1.14,broken clouds,AU,5/21/2022 14:52
328,Vicuna,-30.0319,-70.7081,75.78,19,62,4.81,light intensity drizzle rain,CL,5/21/2022 14:52
329,Margate,51.3813,1.3862,65.7,63,79,5.99,overcast clouds,GB,5/21/2022 14:47
330,Maragogi,-9.0122,-35.2225,78.84,85,98,7.47,clear sky,BR,5/21/2022 14:52
331,Thompson,55.7435,-97.8558,35.76,48,20,9.22,shower rain,CA,5/21/2022 14:52
332,Jian,27.1172,114.9793,68.67,84,66,2.08,clear sky,CN,5/21/2022 14:52
333,Port Blair,11.6667,92.75,84.24,84,75,11.5,clear sky,IN,5/21/2022 14:47
334,Upernavik,72.7868,-56.1549,26.01,83,100,11.95,overcast clouds,GL,5/21/2022 14:52
335,Wanning,18.8003,110.3967,78.22,92,76,5.21,overcast clouds,CN,5/21/2022 14:52
336,Marzuq,14.4,46.4667,89.85,15,82,6.44,few clouds,YE,5/21/2022 14:52
337,Anadyr,64.75,177.4833,30.7,92,0,6.71,broken clouds,RU,5/21/2022 14:52
338,Uppsala,60,17.75,56.64,44,0,9.22,light intensity drizzle rain,SE,5/21/2022 14:52
339,Mukhen,48.1,136.1,49.57,96,100,5.64,overcast clouds,RU,5/21/2022 14:52
340,Portland,45.5234,-122.6762,51.96,86,20,5.99,clear sky,US,5/21/2022 14:51
341,Forrest City,35.0081,-90.7898,80.83,71,97,17.63,shower rain,US,5/21/2022 14:52
342,Namibe,-15.1961,12.1522,77.63,61,0,13.8,clear sky,AO,5/21/2022 14:52
343,Am Timan,11.0297,20.2827,94.73,30,94,5.77,clear sky,TD,5/21/2022 14:52
344,Tongliao,43.6125,122.2653,66.7,34,83,9.28,overcast clouds,CN,5/21/2022 14:52
345,Tamisan,6.8437,126.2984,79.09,84,100,2.3,overcast clouds,PH,5/21/2022 14:52
346,Aguachica,8.3084,-73.6166,81.37,74,35,6.46,few clouds,CO,5/21/2022 14:52
347,Narsaq,60.9167,-46.05,46.99,50,19,6.78,broken clouds,GL,5/21/2022 14:52
348,Yantai,37.5333,121.4,68.02,58,23,11.88,light intensity drizzle rain,CN,5/21/2022 14:52
349,Payo,-3.7508,103.6372,76.3,90,96,1.12,overcast clouds,ID,5/21/2022 14:52
350,Guerrero Negro,27.9769,-114.0611,63.55,70,68,5.26,clear sky,MX,5/21/2022 14:52
351,Vigrestad,58.5667,5.7,60.96,77,16,10.83,shower rain,NO,5/21/2022 14:52
352,Kilindoni,-7.9139,39.6668,80.19,72,98,11.61,clear sky,TZ,5/21/2022 14:52
353,Goderich,43.7501,-81.7165,52.12,82,100,5.75,clear sky,CA,5/21/2022 14:52
354,Sinnamary,5.3833,-52.95,79.14,88,80,11.61,overcast clouds,GF,5/21/2022 14:52
355,Manta,-0.95,-80.7333,78.58,78,100,4.61,overcast clouds,EC,5/21/2022 14:52
356,Juneau,58.3019,-134.4197,53.1,92,0,0,few clouds,US,5/21/2022 14:49
357,Banda Aceh,5.5577,95.3222,81.21,81,100,13.6,broken clouds,ID,5/21/2022 14:52
358,Auki,-8.7676,160.7034,76.01,88,57,3.18,light intensity drizzle rain,SB,5/21/2022 14:52
359,Synya,65.3718,58.0387,40.15,62,100,11.05,overcast clouds,RU,5/21/2022 14:52
360,Badulla,6.9895,81.0557,72.84,77,17,5.55,clear sky,LK,5/21/2022 14:52
361,Fiche,9.8,38.7333,73.47,16,67,6.46,shower rain,ET,5/21/2022 14:52
362,Luorong,24.4058,109.6086,68.16,96,100,3.31,clear sky,CN,5/21/2022 14:52
363,Mareeba,-17,145.4333,70.52,90,0,2.68,clear sky,AU,5/21/2022 14:52
364,Kidal,18.4411,1.4078,104.81,9,63,4.03,overcast clouds,ML,5/21/2022 14:52
365,Codrington,-38.2667,141.9667,45.79,92,7,6.69,overcast clouds,AU,5/21/2022 14:52
366,Nanortalik,60.1432,-45.2371,40.19,80,13,6.49,few clouds,GL,5/21/2022 14:52
367,Tuatapere,-46.1333,167.6833,46.09,93,100,11.25,broken clouds,NZ,5/21/2022 14:52
368,Alofi,-19.0595,-169.9187,67.89,94,68,1.14,light intensity drizzle rain,NU,5/21/2022 14:52
369,Usinsk,65.9939,57.5281,39.51,59,100,18.48,overcast clouds,RU,5/21/2022 14:52
370,San Patricio,28.017,-97.5169,87.89,52,12,20.31,clear sky,US,5/21/2022 14:52
371,Payson,40.0444,-111.7321,50.29,32,0,6.91,shower rain,US,5/21/2022 14:52
372,Saint Anthony,45.0205,-93.218,50.25,64,100,10.36,clear sky,US,5/21/2022 14:52
373,Faya,18.3851,42.4509,86.52,22,70,2.37,clear sky,SA,5/21/2022 14:52
374,Olinda,-8.0089,-34.8553,83.93,70,40,13.8,overcast clouds,BR,5/21/2022 14:48
375,Ambulu,-8.345,113.6058,76.82,88,54,2.8,overcast clouds,ID,5/21/2022 14:52
376,Kaduqli,11.0167,29.7167,95.85,32,100,2.06,few clouds,SD,5/21/2022 14:52
377,Matagami,49.7502,-77.6328,46.51,71,40,5.75,broken clouds,CA,5/21/2022 14:52
378,Maniitsoq,65.4167,-52.9,37.18,73,96,9.84,light intensity drizzle rain,GL,5/21/2022 14:52
379,Sao Jose Da Coroa Grande,-8.8978,-35.1478,79.2,84,85,8.59,overcast clouds,BR,5/21/2022 14:52
380,Kirksville,40.1948,-92.5833,49.57,88,100,9.22,clear sky,US,5/21/2022 14:52
381,Korla,41.7597,86.1469,80.44,8,100,8.52,shower rain,CN,5/21/2022 14:52
382,Maunabo,18.0072,-65.8993,88.47,76,98,11.3,clear sky,PR,5/21/2022 14:52
383,Watrous,51.6668,-105.4679,38.98,70,75,8.05,clear sky,CA,5/21/2022 14:52
384,Burnie,-41.0667,145.9167,45.95,92,3,3.94,overcast clouds,AU,5/21/2022 14:52
385,Skibbereen,51.55,-9.2667,57.11,79,71,14.09,overcast clouds,IE,5/21/2022 14:52
386,Togur,58.3631,82.8265,48.85,77,92,1.7,few clouds,RU,5/21/2022 14:52
387,Havoysund,70.9963,24.6622,46.63,79,77,1.68,broken clouds,NO,5/21/2022 14:52
388,Mount Gambier,-37.8333,140.7667,44.51,100,7,0,light intensity drizzle rain,AU,5/21/2022 14:52
389,Bolitoc,15.7395,119.8769,79.3,83,96,5.19,overcast clouds,PH,5/21/2022 14:52
390,Juba,4.8517,31.5825,86.56,50,99,7.78,clear sky,SS,5/21/2022 14:52
391,Brownsville,25.9018,-97.4975,85.95,79,20,18.41,shower rain,US,5/21/2022 14:50
392,Hailar,49.2,119.7,55.74,36,57,9.1,clear sky,CN,5/21/2022 14:52
393,Champerico,14.3,-91.9167,79.34,73,63,3.4,clear sky,GT,5/21/2022 14:52
394,Tongzi,28.7829,105.0877,65.05,88,100,1.79,overcast clouds,CN,5/21/2022 14:52
395,Nome,64.5011,-165.4064,57.27,39,100,14.97,overcast clouds,US,5/21/2022 14:52
396,Jingdezhen,29.2947,117.2079,66.79,92,99,1.39,few clouds,CN,5/21/2022 14:52
397,Samarai,-10.6167,150.6667,81.27,78,22,6.96,broken clouds,PG,5/21/2022 14:52
398,Kristiansund,63.1115,7.732,51.85,93,75,9.22,light intensity drizzle rain,NO,5/21/2022 14:52
399,Praxedis Guerrero,31.3667,-106.0167,73.72,21,0,4.99,overcast clouds,MX,5/21/2022 14:52
400,Kruisfontein,-34.0033,24.7314,57.58,77,29,4.9,clear sky,ZA,5/21/2022 14:52
401,Wenchi,7.7392,-2.1046,69.84,96,100,4.05,shower rain,GH,5/21/2022 14:52
402,Imeni Poliny Osipenko,52.4201,136.4853,38.37,95,100,13.58,clear sky,RU,5/21/2022 14:52
403,Cantanhede,-3.6333,-44.3767,76.23,88,96,3.44,clear sky,BR,5/21/2022 14:52
404,Vagur,61.4732,-6.8119,48.67,89,98,16.04,overcast clouds,FO,5/21/2022 14:52
405,Trofors,65.5333,13.4063,66.07,51,71,5.88,overcast clouds,NO,5/21/2022 14:52
406,Mandalgovi,45.7625,106.2708,69.49,23,98,7.43,few clouds,MN,5/21/2022 14:52
407,Ancud,-41.8697,-73.8203,53.53,93,100,22.84,broken clouds,CL,5/21/2022 14:49
408,Haapiti,-17.5667,-149.8667,73.13,71,4,7.54,light intensity drizzle rain,PF,5/21/2022 14:52
409,Saint-Augustin,51.226,-58.6502,50.52,52,100,15.39,overcast clouds,CA,5/21/2022 14:52
410,Koregaon,18.65,74.0833,79.54,58,11,19.48,clear sky,IN,5/21/2022 14:52
411,Axim,4.8699,-2.2405,77.9,88,100,11.61,shower rain,GH,5/21/2022 14:52
412,Peniche,39.3558,-9.3811,79.45,72,88,22.55,clear sky,PT,5/21/2022 14:52
413,Suicheng,33.8963,117.9331,72.68,38,94,6.58,clear sky,CN,5/21/2022 14:52
414,Yura,-16.2522,-71.6797,63.12,20,0,2.3,overcast clouds,PE,5/21/2022 14:52
415,Inta,66.0317,60.1659,41.22,57,100,15.05,overcast clouds,RU,5/21/2022 14:52
416,Pribinic,44.6106,17.6906,82.81,55,84,9.53,few clouds,BA,5/21/2022 14:52
417,Sept-Iles,50.2001,-66.3821,47.05,87,100,9.22,broken clouds,CA,5/21/2022 14:48
418,Siilinjarvi,63.0833,27.6667,55.42,41,0,6.91,light intensity drizzle rain,FI,5/21/2022 14:52
419,Sikasso,10.9167,-7,100.69,24,40,5.66,overcast clouds,ML,5/21/2022 14:52
420,Bereda,43.2686,-7.5406,86.45,30,100,6.64,clear sky,ES,5/21/2022 14:52
421,Omsukchan,62.5333,155.8,30.51,99,100,5.75,shower rain,RU,5/21/2022 14:52
422,Bonfim,3.0833,-59.95,73.33,95,100,6.08,clear sky,BR,5/21/2022 14:52
423,Wolgast,54.05,13.7667,61.86,67,36,20.49,clear sky,DE,5/21/2022 14:52
424,Topolobampo,25.6,-109.05,75.52,62,0,7.31,overcast clouds,MX,5/21/2022 14:52
425,Smolenka,52.1352,113.4974,57.27,47,76,8.95,overcast clouds,RU,5/21/2022 14:52
426,Kirovsk,48.6375,38.6428,57.88,96,100,4.09,few clouds,UA,5/21/2022 14:52
427,Chuy,-33.6971,-53.4616,59.49,61,92,8.57,broken clouds,UY,5/21/2022 14:52
428,Abnub,27.2696,31.1511,86.9,14,100,15.93,light intensity drizzle rain,EG,5/21/2022 14:52
429,Victor Harbor,-35.5667,138.6167,53.67,85,11,7.18,overcast clouds,AU,5/21/2022 14:52
430,Acapulco,16.8634,-99.8901,81.48,62,77,0.92,clear sky,MX,5/21/2022 14:47
431,Mercedes,-34.6515,-59.4307,66.85,34,0,5.88,shower rain,AR,5/21/2022 14:52
432,Polunochnoye,60.8697,60.4153,37.24,87,100,7.61,clear sky,RU,5/21/2022 14:52
433,Ulladulla,-35.35,150.4667,56.3,85,100,3.42,clear sky,AU,5/21/2022 14:52
434,Nouadhibou,20.931,-17.0347,76.98,61,5,18.41,overcast clouds,MR,5/21/2022 14:52
435,Yenagoa,4.9247,6.2642,83.64,76,100,3.31,overcast clouds,NG,5/21/2022 14:52
436,Ossora,59.2353,163.0719,35.08,97,100,1.59,few clouds,RU,5/21/2022 14:52
437,Guanica,17.9716,-66.908,88.52,64,75,5.01,broken clouds,PR,5/21/2022 14:52
438,Aripuana,-9.1667,-60.6333,84.51,42,6,1.39,light intensity drizzle rain,BR,5/21/2022 14:52
439,Kodinsk,58.6881,99.1844,47.8,85,32,3.58,overcast clouds,RU,5/21/2022 14:52
440,Limenaria,40.6261,24.5786,75.94,62,23,7.16,clear sky,GR,5/21/2022 14:52
441,Westport,41.1415,-73.3579,79.36,94,100,5.23,shower rain,US,5/21/2022 14:52
442,Tyazhinskiy,56.116,88.524,52.99,60,81,3.87,clear sky,RU,5/21/2022 14:53
443,Kalamnuri,19.6667,77.3333,98.69,19,66,11.74,clear sky,IN,5/21/2022 14:53
444,Aketi,2.7388,23.7833,76.05,79,94,3.56,overcast clouds,CD,5/21/2022 14:53
445,Leopold,-38.1833,144.4667,50.83,92,0,4.61,overcast clouds,AU,5/21/2022 14:53
446,Santa Maria,-29.6842,-53.8069,60.1,67,20,2.3,few clouds,BR,5/21/2022 14:53
447,Richards Bay,-28.783,32.0377,63.14,87,100,20.67,broken clouds,ZA,5/21/2022 14:53
448,Clyde River,70.4692,-68.5914,23.23,86,100,8.05,light intensity drizzle rain,CA,5/21/2022 14:50
449,Mao,39.8885,4.2658,77.56,61,0,6.91,overcast clouds,ES,5/21/2022 14:53
450,Jumla,29.2747,82.1838,53.94,87,99,6.89,clear sky,NP,5/21/2022 14:53
451,Guantanamo,20.1444,-75.2092,85.46,50,80,6.78,shower rain,CU,5/21/2022 14:53
452,Tabuk,17.4189,121.4443,75.09,91,89,2.33,clear sky,PH,5/21/2022 14:53
453,Saint-Pierre,-21.3393,55.4781,76.68,73,0,13.8,clear sky,RE,5/21/2022 14:53
454,Naze,28.3667,129.4833,68.92,85,63,11.45,overcast clouds,JP,5/21/2022 14:53
455,Nuuk,64.1835,-51.7216,37.96,69,48,7.72,overcast clouds,GL,5/21/2022 14:53
456,Caxito,-8.5785,13.6643,82.42,62,6,7.47,few clouds,AO,5/21/2022 14:53
457,Boyolangu,-8.1181,111.8935,75.51,92,100,2.71,broken clouds,ID,5/21/2022 14:53
458,Mulege,26.8833,-111.9833,75.51,33,1,2.06,light intensity drizzle rain,MX,5/21/2022 14:53
459,Borogontsy,62.6683,131.1683,40.91,89,91,4.5,overcast clouds,RU,5/21/2022 14:53
460,Wuxue,29.8506,115.5525,68.67,77,99,1.19,clear sky,CN,5/21/2022 14:53
461,Weihai,37.5017,122.1136,64.04,69,3,11.99,shower rain,CN,5/21/2022 14:53
462,Turinsk,58.0458,63.696,42.03,96,100,12.64,clear sky,RU,5/21/2022 14:53
463,Laguna,38.421,-121.4238,70.09,39,20,1.99,clear sky,US,5/21/2022 14:53
464,Port Lincoln,-34.7333,135.8667,58.68,80,0,14.81,overcast clouds,AU,5/21/2022 14:53
465,Shakawe,-18.3667,21.85,70.3,11,1,6.2,overcast clouds,BW,5/21/2022 14:53
466,Quang Ngai,15.1167,108.8,78.15,88,100,2.64,few clouds,VN,5/21/2022 14:53
467,Kandiari,26.9156,68.5216,105.13,3,0,9.53,broken clouds,PK,5/21/2022 14:53
468,Sur,22.5667,59.5289,94.53,47,2,7.9,light intensity drizzle rain,OM,5/21/2022 14:53
469,Kuala Terengganu,5.3302,103.1408,84.15,89,20,3.44,overcast clouds,MY,5/21/2022 14:53
470,Rockhampton,-23.3833,150.5,66.09,82,100,9.22,clear sky,AU,5/21/2022 14:53
471,Haines Junction,60.7522,-137.5108,42.71,59,5,1.83,shower rain,CA,5/21/2022 14:53
472,Ginda,30.6945,78.4932,59.2,64,69,8.08,clear sky,IN,5/21/2022 14:53
473,Keti Bandar,24.1447,67.4497,82.92,86,1,24.16,clear sky,PK,5/21/2022 14:53
474,Lindsay,36.203,-119.0882,68,47,0,2.75,overcast clouds,US,5/21/2022 14:53
475,Boquete,8.7833,-82.4333,67.6,81,91,2.28,overcast clouds,PA,5/21/2022 14:53
476,San Lorenzo,-25.3333,-57.5333,65.59,55,0,7,few clouds,PY,5/21/2022 14:53
477,Toledo,39.8333,-4,92.32,13,100,16.96,broken clouds,ES,5/21/2022 14:49
478,Blind River,46.1834,-82.9582,55.51,75,52,9.95,light intensity drizzle rain,CA,5/21/2022 14:53
479,Kenai,60.5544,-151.2583,45.14,74,0,4.61,overcast clouds,US,5/21/2022 14:53
480,Brasov,45.75,25.3333,77.36,55,95,12.08,clear sky,RO,5/21/2022 14:53
481,Lebanon,36.2081,-86.2911,84.18,73,2,10.89,shower rain,US,5/21/2022 14:49
482,Obo,5.3998,26.4869,76.59,74,100,3.76,clear sky,CF,5/21/2022 14:53
483,Hasaki,35.7333,140.8333,61.29,83,100,8.48,clear sky,JP,5/21/2022 14:53
484,Handan,36.6006,114.4678,78.15,26,30,7.85,overcast clouds,CN,5/21/2022 14:53
485,Zhezkazgan,47.8043,67.7144,66.18,45,75,31.32,overcast clouds,KZ,5/21/2022 14:52
486,Hervey Bay,-25.2986,152.8535,67.41,88,100,21.18,few clouds,AU,5/21/2022 14:53
487,Ullapool,57.8987,-5.1604,55.35,66,72,17.34,broken clouds,GB,5/21/2022 14:53
488,Meulaboh,4.1363,96.1285,80.26,82,100,2.77,light intensity drizzle rain,ID,5/21/2022 14:53
489,Bamberg,49.8795,10.8863,69.17,59,84,10.94,overcast clouds,DE,5/21/2022 14:53
490,Sumbe,-11.2061,13.8437,77.2,68,100,9.19,clear sky,AO,5/21/2022 14:53
491,Alyangula,-13.8483,136.4192,77.79,77,0,10.2,shower rain,AU,5/21/2022 14:53
492,Xuddur,4.1213,43.8894,83.48,51,100,14.52,clear sky,SO,5/21/2022 14:53
493,Gotsu,35,132.2167,59.5,83,0,5.55,clear sky,JP,5/21/2022 14:53
494,Tomatlan,19.9333,-105.25,81.91,41,0,1.45,overcast clouds,MX,5/21/2022 14:53
495,Kvitok,56.0724,98.4813,53.64,90,100,4.34,overcast clouds,RU,5/21/2022 14:53
496,Ranau,5.9538,116.6641,70.38,97,99,1.01,few clouds,MY,5/21/2022 14:53
497,Constitucion,-35.3333,-72.4167,57.49,57,27,4.99,broken clouds,CL,5/21/2022 14:53
498,Beloha,-25.1667,45.05,73.94,51,64,7.74,light intensity drizzle rain,MG,5/21/2022 14:53
499,Narwar,25.65,77.9,95.22,20,65,6.22,overcast clouds,IN,5/21/2022 14:53
500,Impfondo,1.6381,18.0667,85.41,54,95,0.85,clear sky,CG,5/21/2022 14:53
501,Tsarychanka,48.937,34.4786,64.76,84,100,9.75,shower rain,UA,5/21/2022 14:53
502,Kousseri,12.0769,15.0306,106.74,7,55,11.34,clear sky,CM,5/21/2022 14:51
503,Chama,47.1821,8.4636,78.6,55,40,4.61,clear sky,CH,5/21/2022 14:53
504,Dingle,10.9995,122.6711,78.6,84,72,2.91,overcast clouds,PH,5/21/2022 14:53
505,Rehoboth,-23.3167,17.0833,57.96,21,0,13.33,overcast clouds,NA,5/21/2022 14:53
506,Basco,20.4487,121.9702,80.08,79,34,12.82,few clouds,PH,5/21/2022 14:53
507,Qaqortoq,60.7167,-46.0333,41.18,70,16,8.9,broken clouds,GL,5/21/2022 14:53
508,Roald,62.5833,6.1333,54.34,87,75,4.61,light intensity drizzle rain,NO,5/21/2022 14:53
509,Lithakia,37.7167,20.8333,78.17,68,3,11.12,overcast clouds,GR,5/21/2022 14:53
510,San Juan Bautista,-14.0108,-75.7358,72.82,52,81,3.49,clear sky,PE,5/21/2022 14:53
511,Jizan,17.3333,42.6667,94.14,36,63,10.09,shower rain,SA,5/21/2022 14:53
512,Viedma,-40.8135,-62.9967,59.56,40,63,9.93,clear sky,AR,5/21/2022 14:50
513,Comodoro Rivadavia,-45.8667,-67.5,49.86,46,0,6.91,clear sky,AR,5/21/2022 14:51
514,Flinders,-34.5833,150.8552,58.17,92,100,1.99,overcast clouds,AU,5/21/2022 14:53
515,Bandarbeyla,9.4942,50.8122,81.55,80,97,25.88,overcast clouds,SO,5/21/2022 14:53
516,Davila,18.4726,120.5763,80.15,81,100,4.56,few clouds,PH,5/21/2022 14:53
517,Xinzhi,36.4989,111.7047,75.33,35,100,3.33,broken clouds,CN,5/21/2022 14:53
518,Mogadishu,2.0371,45.3438,85.87,70,20,17.27,light intensity drizzle rain,SO,5/21/2022 14:49
519,Yumen,40.2833,97.2,67.64,32,2,25.46,overcast clouds,CN,5/21/2022 14:53
520,Vila Franca Do Campo,37.7167,-25.4333,66.61,94,99,5.48,clear sky,PT,5/21/2022 14:52
521,Tessalit,20.1986,1.0114,101.48,12,82,20.8,shower rain,ML,5/21/2022 14:53
522,Santa Cruz,-17.8,-63.1667,71.65,53,75,16.11,clear sky,BO,5/21/2022 14:49
523,Houma,29.5958,-90.7195,88,81,17,8.01,clear sky,US,5/21/2022 14:53
524,Sitka,57.0531,-135.33,48.09,76,0,0,overcast clouds,US,5/21/2022 14:50
525,Sabzevar,36.2126,57.6819,78.08,34,0,33.38,overcast clouds,IR,5/21/2022 14:53
526,Naron,43.5167,-8.1528,73.67,55,100,6.02,few clouds,ES,5/21/2022 14:53
527,Venustiano Carranza,19.43,-99.0992,75.22,25,0,0.74,broken clouds,MX,5/21/2022 14:53
528,Road Town,18.4167,-64.6167,84.24,65,20,10.36,light intensity drizzle rain,VG,5/21/2022 14:52
529,Krasnoselkup,65.7,82.4667,52.84,55,99,10.38,overcast clouds,RU,5/21/2022 14:53
530,Mangrul Pir,20.3167,77.35,97.3,20,2,17.6,clear sky,IN,5/21/2022 14:53
531,Little Current,45.9793,-81.9248,62.42,79,37,7.09,shower rain,CA,5/21/2022 14:49
532,Dawson Creek,55.7666,-120.2362,35.24,69,0,3.44,clear sky,CA,5/21/2022 14:53
533,Torrevieja,37.9787,-0.6822,89.76,64,90,5.99,clear sky,ES,5/21/2022 14:50
534,Betong,5.7743,101.0723,73.53,93,86,0.16,overcast clouds,TH,5/21/2022 14:53
535,Yar-Sale,66.8333,70.8333,33.06,78,67,16.64,overcast clouds,RU,5/21/2022 14:53
536,North Bend,43.4065,-124.2243,45.16,100,100,3.44,few clouds,US,5/21/2022 14:53
537,Muisne,0.6,-80.0333,80.22,81,100,2.17,broken clouds,EC,5/21/2022 14:53
538,Lac Du Bonnet,50.2536,-96.0612,38.53,76,80,7.83,light intensity drizzle rain,CA,5/21/2022 14:53
